Mota;Galdera;Irudia;Zuzena;Oker1;Oker2;Jatorria;Esteka;Egilea;
Biztanleria;Zenbat biztanle ditu Lana udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/8a/Lana_-_Galbarra_-_Casa_Consitorial_01.jpg;169;54;18;Wikipedia;https://eu.wikipedia.org/wiki/Lana;MikelBa;
Biztanleria;Zenbat biztanle ditu Villabuena Araba udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/cb/Iglesia_de_San_Andr%C3%A9s_y_entorno.jpg;296;4714;382;Wikipedia;https://eu.wikipedia.org/wiki/Villabuena_Araba;MikelBa;
Biztanleria;Zenbat biztanle ditu Zalduondo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/f4/Zalduondo_2008_4_4.JPG;183;3097;984;Wikipedia;https://eu.wikipedia.org/wiki/Zalduondo;MikelBa;
Biztanleria;Zenbat biztanle ditu Orkoien udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/bf/Pamplona-Estella_%28Etxauri%29%2C_Orcoyen_-_Mapillary_%28T6KuCQTX66DFRuRbsM-d5w%29.jpg;4057;4879;31;Wikipedia;https://eu.wikipedia.org/wiki/Orkoien;MikelBa;
Biztanleria;Zenbat biztanle ditu Orexa udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/31/Santa_Kutz_eliza_-_Orexa.jpg;121;15;59;Wikipedia;https://eu.wikipedia.org/wiki/Orexa;MikelBa;
Biztanleria;Zenbat biztanle ditu Itzagaondoa udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b6/3_Ardanatz_Iriso_Itzagaondoa_Agoitz_Itoiz.jpg;176;3529;485;Wikipedia;https://eu.wikipedia.org/wiki/Itzagaondoa;MikelBa;
Biztanleria;Zenbat biztanle ditu Laukiz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/fe/Laukizko_Lauaxeta_herri_ikastetxea_Elizalde_auzoan_kokaturik_dago.jpg;1194;17400;65;Wikipedia;https://eu.wikipedia.org/wiki/Laukiz;MikelBa;
Biztanleria;Zenbat biztanle ditu Iruñea udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0a/Iru%C3%B1erria_-_2017-04-03.jpg;201653;215131;58862;Wikipedia;https://eu.wikipedia.org/wiki/Iru%C3%B1ea;MikelBa;
Biztanleria;Zenbat biztanle ditu Zare udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/8e/Sada%2C_Navarra%2C_img_0041.jpg;133;655;806;Wikipedia;https://eu.wikipedia.org/wiki/Zare;MikelBa;
Biztanleria;Zenbat biztanle ditu Altzaga udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/24/Altzagako_herrigunea%2C_Euskal_Herria.JPG;183;75;16;Wikipedia;https://eu.wikipedia.org/wiki/Altzaga;MikelBa;
Biztanleria;Zenbat biztanle ditu Larraun udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a6/Azpiroz_Navarra_Spain_513.JPG;951;7399;1098;Wikipedia;https://eu.wikipedia.org/wiki/Larraun;MikelBa;
Biztanleria;Zenbat biztanle ditu Dima udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/33/Dimako_jaiak.jpg;1436;48768;343;Wikipedia;https://eu.wikipedia.org/wiki/Dima;MikelBa;
Biztanleria;Zenbat biztanle ditu Anoeta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/2c/Anoeta_-_Iglesia_de_San_Juan_Bautista_1.jpg;2090;22206;79673;Wikipedia;https://eu.wikipedia.org/wiki/Anoeta;MikelBa;
Biztanleria;Zenbat biztanle ditu Mañeru udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/10/Ma%C3%B1eru%2C_Navarra3.jpg;434;820;439;Wikipedia;https://eu.wikipedia.org/wiki/Ma%C3%B1eru;MikelBa;
Biztanleria;Zenbat biztanle ditu Garinoain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/1a/Valdorba_Sto_cristo_Catalain.jpg;499;99;66;Wikipedia;https://eu.wikipedia.org/wiki/Garinoain;MikelBa;
Biztanleria;Zenbat biztanle ditu Urnieta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/6/68/Urnieta_buruntzatik_01.JPG;6168;85117;442;Wikipedia;https://eu.wikipedia.org/wiki/Urnieta;MikelBa;
Biztanleria;Zenbat biztanle ditu Lizarra udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/cb/Puente_Estella.jpg;13810;90439;2913;Wikipedia;https://eu.wikipedia.org/wiki/Lizarra;MikelBa;
Biztanleria;Zenbat biztanle ditu Sunbilla udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/4a/Sunbilla._Euskal_Herria.JPG;675;993;637;Wikipedia;https://eu.wikipedia.org/wiki/Sunbilla;MikelBa;
Biztanleria;Zenbat biztanle ditu Arguedas udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/7d/Arguedas.jpg;2272;2639;1870;Wikipedia;https://eu.wikipedia.org/wiki/Arguedas;MikelBa;
Biztanleria;Zenbat biztanle ditu Gazteluberri udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b5/Castillonuevo_000.jpg;16;10;508;Wikipedia;https://eu.wikipedia.org/wiki/Gazteluberri;MikelBa;
Biztanleria;Zenbat biztanle ditu Eibar udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c9/Eibar_2.jpg;27522;1843;84460;Wikipedia;https://eu.wikipedia.org/wiki/Eibar;MikelBa;
Biztanleria;Zenbat biztanle ditu Fitero udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b5/Fitero_Santa_Mar%C3%ADa_la_Real_5757.JPG;2011;2812;19966;Wikipedia;https://eu.wikipedia.org/wiki/Fitero;MikelBa;
Biztanleria;Zenbat biztanle ditu Soraluze udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/48/Soraluze_%28Placencia_de_las_Armas%29_04.JPG;3883;9176;9270;Wikipedia;https://eu.wikipedia.org/wiki/Soraluze;MikelBa;
Biztanleria;Zenbat biztanle ditu Eneritz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/23/En%C3%A9riz%2C_Navarra%2C_Espa%C3%B1a%2C_2017-03-08%2C_DD_01.jpg;286;8389;405;Wikipedia;https://eu.wikipedia.org/wiki/Eneritz;MikelBa;
Biztanleria;Zenbat biztanle ditu Genevilla udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/52/Genevilla.JPG;70;860;46;Wikipedia;https://eu.wikipedia.org/wiki/Genevilla;MikelBa;
Biztanleria;Zenbat biztanle ditu Gaintza udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/af/Gipuzkoako_Gaintzako_Herriko_Plaza.jpg;128;8043;5124;Wikipedia;https://eu.wikipedia.org/wiki/Gaintza;MikelBa;
Biztanleria;Zenbat biztanle ditu Andosilla udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/01/Andosilla.jpg;2743;89088;75226;Wikipedia;https://eu.wikipedia.org/wiki/Andosilla;MikelBa;
Biztanleria;Zenbat biztanle ditu Guardia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/ba/Guardia_airetik2.jpg;1494;92197;41300;Wikipedia;https://eu.wikipedia.org/wiki/Guardia;MikelBa;
Biztanleria;Zenbat biztanle ditu Urizaharra udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/70/Urizaharra_2007_11_8.JPG;261;196;19;Wikipedia;https://eu.wikipedia.org/wiki/Urizaharra;MikelBa;
Biztanleria;Zenbat biztanle ditu Orio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c2/Orio.Euskal_Herria.JPG;6022;7912;39;Wikipedia;https://eu.wikipedia.org/wiki/Orio;MikelBa;
Biztanleria;Zenbat biztanle ditu Irañeta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/73/Ira%C3%B1eta_01.jpg;172;157;77;Wikipedia;https://eu.wikipedia.org/wiki/Ira%C3%B1eta;MikelBa;
Biztanleria;Zenbat biztanle ditu Armañantzas udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/1d/Arma%C3%B1anzas01.JPG;53;40;3;Wikipedia;https://eu.wikipedia.org/wiki/Arma%C3%B1antzas;MikelBa;
Biztanleria;Zenbat biztanle ditu Desoio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/93/Desojo_01.jpg;79;6850;62;Wikipedia;https://eu.wikipedia.org/wiki/Desoio;MikelBa;
Biztanleria;Zenbat biztanle ditu Mues udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e3/Mu%C3%A9s_-_DSC_8924.JPG;75;811;6;Wikipedia;https://eu.wikipedia.org/wiki/Mues;MikelBa;
Biztanleria;Zenbat biztanle ditu Getaria udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/19/Getaria_34.JPG;2821;760;2302;Wikipedia;https://eu.wikipedia.org/wiki/Getaria;MikelBa;
Biztanleria;Zenbat biztanle ditu Elgoibar udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/de/Elgoibar_08.JPG;11613;8973;524665;Wikipedia;https://eu.wikipedia.org/wiki/Elgoibar;MikelBa;
Biztanleria;Zenbat biztanle ditu Gernika-Lumo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/9a/Arbol_de_Gernika_d%C3%ADa.jpg;17016;104282;2026;Wikipedia;https://eu.wikipedia.org/wiki/Gernika-Lumo;MikelBa;
Biztanleria;Zenbat biztanle ditu Idiazabal udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/74/Idiazabal_0001.jpg;2312;65992;740;Wikipedia;https://eu.wikipedia.org/wiki/Idiazabal;MikelBa;
Biztanleria;Zenbat biztanle ditu Donemiliaga udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0a/Erdo%C3%B1a_eta_Aizkorri_2008ko_urriaren_27a.JPG;715;28;881;Wikipedia;https://eu.wikipedia.org/wiki/Donemiliaga;MikelBa;
Biztanleria;Zenbat biztanle ditu Uharte Arakil udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/79/Uharte-arakil2.jpg;805;8754;7;Wikipedia;https://eu.wikipedia.org/wiki/Uharte_Arakil;MikelBa;
Biztanleria;Zenbat biztanle ditu Zeanuri udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a5/Zeanuri.jpg;1250;1912;679;Wikipedia;https://eu.wikipedia.org/wiki/Zeanuri;MikelBa;
Biztanleria;Zenbat biztanle ditu Allo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e0/Allo%2C_Navarra3.jpg;968;80;73;Wikipedia;https://eu.wikipedia.org/wiki/Allo;MikelBa;
Biztanleria;Zenbat biztanle ditu Gaztelu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b9/Gaztelu_gipuzkoa_historikoa_001.jpg;152;352;29;Wikipedia;https://eu.wikipedia.org/wiki/Gaztelu;MikelBa;
Biztanleria;Zenbat biztanle ditu Antzin udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/ff/Anc%C3%ADn_01.jpg;337;305;537;Wikipedia;https://eu.wikipedia.org/wiki/Antzin;MikelBa;
Biztanleria;Zenbat biztanle ditu Moreda Araba udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/82/Moreda_1.jpg;221;7625;7521;Wikipedia;https://eu.wikipedia.org/wiki/Moreda_Araba;MikelBa;
Biztanleria;Zenbat biztanle ditu Zizurkil udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/3a/Zizurkil_03.jpg;3002;2492;59169;Wikipedia;https://eu.wikipedia.org/wiki/Zizurkil;MikelBa;
Biztanleria;Zenbat biztanle ditu Urduliz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/88/Bizkaiko_Urduliz_herriaren_ikuspegia%2C_Santa_Marina_atxa_deritzon_mendi_magaletik._2015-06-25.jpg;4456;75474;83;Wikipedia;https://eu.wikipedia.org/wiki/Urduliz;MikelBa;
Biztanleria;Zenbat biztanle ditu Zabaltza udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/88/Ayuntamiento_de_Zabalza_%28Arraiza%2C_Navarra%29.jpg;297;898;4234;Wikipedia;https://eu.wikipedia.org/wiki/Zabaltza;MikelBa;
Biztanleria;Zenbat biztanle ditu Barrundia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a1/Elgeako_eliza.jpg;883;2462;5;Wikipedia;https://eu.wikipedia.org/wiki/Barrundia;MikelBa;
Biztanleria;Zenbat biztanle ditu Eratsun udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/f1/Eratsun%2C_Euskal_Herria.JPG;151;46;43;Wikipedia;https://eu.wikipedia.org/wiki/Eratsun;MikelBa;
Biztanleria;Zenbat biztanle ditu Biurrun-Olkotz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e2/Medieval_tower_at_Olcoz_%28Navarra%29.JPG;214;537;30;Wikipedia;https://eu.wikipedia.org/wiki/Biurrun-Olkotz;MikelBa;
Biztanleria;Zenbat biztanle ditu Zalla udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/fa/Vista_de_zalla.jpg;8447;242;140;Wikipedia;https://eu.wikipedia.org/wiki/Zalla;MikelBa;
Biztanleria;Zenbat biztanle ditu Andoain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e4/Andoain_landscape.JPG;14637;551326;757844;Wikipedia;https://eu.wikipedia.org/wiki/Andoain;MikelBa;
Biztanleria;Zenbat biztanle ditu Tebas-Muru Artederreta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/36/Tiebas_-_Santa_Eufemia_Outside.jpg;606;94;51;Wikipedia;https://eu.wikipedia.org/wiki/Tebas-Muru_Artederreta;MikelBa;
Biztanleria;Zenbat biztanle ditu Itsasondo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e6/Itsasondo_02.jpg;658;7888;3595;Wikipedia;https://eu.wikipedia.org/wiki/Itsasondo;MikelBa;
Biztanleria;Zenbat biztanle ditu Areso udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/26/Areso_01.jpg;279;16;3697;Wikipedia;https://eu.wikipedia.org/wiki/Areso;MikelBa;
Biztanleria;Zenbat biztanle ditu Erandio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/55/Erandio_Goikoa_La_Campa.jpg;24350;1985;364814;Wikipedia;https://eu.wikipedia.org/wiki/Erandio;MikelBa;
Biztanleria;Zenbat biztanle ditu Oteitza udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/be/SanSalvador.jpg;918;632;643;Wikipedia;https://eu.wikipedia.org/wiki/Oteitza;MikelBa;
Biztanleria;Zenbat biztanle ditu Lasarte-Oria udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/ba/Lasarto_el_monto_cropped.jpg;18380;624885;480928;Wikipedia;https://eu.wikipedia.org/wiki/Lasarte-Oria;MikelBa;
Biztanleria;Zenbat biztanle ditu Barbarin udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/ce/Barbarin_01.jpg;55;688;1776;Wikipedia;https://eu.wikipedia.org/wiki/Barbarin;MikelBa;
Biztanleria;Zenbat biztanle ditu Marañón udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/3c/Mara%C3%B1%C3%B3n_01.jpg;52;44;3407;Wikipedia;https://eu.wikipedia.org/wiki/Mara%C3%B1%C3%B3n;MikelBa;
Biztanleria;Zenbat biztanle ditu Dulantzi udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/7c/Alegria_de_Alava_%28Dulantzi%29_Snowed.JPG;2876;64528;741;Wikipedia;https://eu.wikipedia.org/wiki/Dulantzi;MikelBa;
Biztanleria;Zenbat biztanle ditu Berantevilla udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c8/Berantevilla.jpg;453;79;4637;Wikipedia;https://eu.wikipedia.org/wiki/Berantevilla;MikelBa;
Biztanleria;Zenbat biztanle ditu Etxauri udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/35/Echauri.JPG;650;3412;148;Wikipedia;https://eu.wikipedia.org/wiki/Etxauri;MikelBa;
Biztanleria;Zenbat biztanle ditu Jaitz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/db/Salinas_de_oro.JPG;109;59;68;Wikipedia;https://eu.wikipedia.org/wiki/Jaitz;MikelBa;
Biztanleria;Zenbat biztanle ditu Karrantza udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e9/Encar_006.jpg;2778;132;4865;Wikipedia;https://eu.wikipedia.org/wiki/Karrantza;MikelBa;
Biztanleria;Zenbat biztanle ditu Legarda udalerriak?;https://upload.wikimedia.org/wikipedia/commons/8/8f/Legarda.JPG;117;589;9809;Wikipedia;https://eu.wikipedia.org/wiki/Legarda;MikelBa;
Biztanleria;Zenbat biztanle ditu Durango udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/47/Vista_Durango.jpg;29791;9639;33853;Wikipedia;https://eu.wikipedia.org/wiki/Durango;MikelBa;
Biztanleria;Zenbat biztanle ditu Iurreta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/cc/Plaza_San_Miguel_de_Iurreta_general.JPG;3662;87798;864;Wikipedia;https://eu.wikipedia.org/wiki/Iurreta;MikelBa;
Biztanleria;Zenbat biztanle ditu Iguzkitza udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/9f/Labeaga.jpg;325;2432;6280;Wikipedia;https://eu.wikipedia.org/wiki/Iguzkitza;MikelBa;
Biztanleria;Zenbat biztanle ditu Sesma udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/4d/Sesma%2C_Navarra2.jpg;1164;6611;8883;Wikipedia;https://eu.wikipedia.org/wiki/Sesma;MikelBa;
Biztanleria;Zenbat biztanle ditu Gaubea udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/79/Uribarri_Gaubea.jpg;996;7347;2500;Wikipedia;https://eu.wikipedia.org/wiki/Gaubea;MikelBa;
Biztanleria;Zenbat biztanle ditu Forua udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/28/Forua_Iglesia_de_San_Mart%C3%ADn.JPG;920;5909;514;Wikipedia;https://eu.wikipedia.org/wiki/Forua;MikelBa;
Biztanleria;Zenbat biztanle ditu Barrika udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/74/Costa_Barrica.jpg;1529;81163;7975;Wikipedia;https://eu.wikipedia.org/wiki/Barrika;MikelBa;
Biztanleria;Zenbat biztanle ditu Busturia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0d/Busturia_altamira.jpg;1616;34696;7331;Wikipedia;https://eu.wikipedia.org/wiki/Busturia;MikelBa;
Biztanleria;Zenbat biztanle ditu Bertizarana udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/be/Cedro_de_B%C3%A9rtiz.jpg;612;1351;44;Wikipedia;https://eu.wikipedia.org/wiki/Bertizarana;MikelBa;
Biztanleria;Zenbat biztanle ditu Gesalatz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a4/Elimendi_09-6-21_002.jpg;432;9565;451;Wikipedia;https://eu.wikipedia.org/wiki/Gesalatz;MikelBa;
Biztanleria;Zenbat biztanle ditu Meñaka udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/34/Me%C3%B1akako_udaletxea%2C_Elias_Agirre_plaza%2C_2015-04-02%2C_Me%C3%B1aka%2C_Bizkaia.jpg;761;591;75;Wikipedia;https://eu.wikipedia.org/wiki/Me%C3%B1aka;MikelBa;
Biztanleria;Zenbat biztanle ditu Goñerri udalerriak?;https://upload.wikimedia.org/wikipedia/commons/6/6b/Go%C3%B1i2.JPG;158;9890;275;Wikipedia;https://eu.wikipedia.org/wiki/Go%C3%B1erri;MikelBa;
Biztanleria;Zenbat biztanle ditu Zumarraga udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e4/Zumarraga.JPG;9728;93178;12963;Wikipedia;https://eu.wikipedia.org/wiki/Zumarraga;MikelBa;
Biztanleria;Zenbat biztanle ditu Zaldibar udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/06/Zaldibar_harana.jpg;3043;57986;89401;Wikipedia;https://eu.wikipedia.org/wiki/Zaldibar;MikelBa;
Biztanleria;Zenbat biztanle ditu Beasain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/1d/Beasain_03.jpg;13880;1132;36067;Wikipedia;https://eu.wikipedia.org/wiki/Beasain;MikelBa;
Biztanleria;Zenbat biztanle ditu Zizur Nagusia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/0/0e/Zizur_Mayor_03.jpg;14894;6047;2637;Wikipedia;https://eu.wikipedia.org/wiki/Zizur_Nagusia;MikelBa;
Biztanleria;Zenbat biztanle ditu Zubieta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/4/4a/Zubieta.jpg;303;7133;48;Wikipedia;https://eu.wikipedia.org/wiki/Zubieta;MikelBa;
Biztanleria;Zenbat biztanle ditu Ribaforada udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/99/Ribaforada_-_Ayuntamiento_3.jpg;3750;88683;3066;Wikipedia;https://eu.wikipedia.org/wiki/Ribaforada;MikelBa;
Biztanleria;Zenbat biztanle ditu Ezkabarte udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/ed/Vista_Sorauren.jpg;1805;25696;3957;Wikipedia;https://eu.wikipedia.org/wiki/Ezkabarte;MikelBa;
Biztanleria;Zenbat biztanle ditu Murillo el Fruto udalerriak?;https://upload.wikimedia.org/wikipedia/commons/f/f0/Murillo-el-fruto.jpg;639;4219;6941;Wikipedia;https://eu.wikipedia.org/wiki/Murillo_el_Fruto;MikelBa;
Biztanleria;Zenbat biztanle ditu Lerin udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e6/Lerin.jpg;1725;155;86959;Wikipedia;https://eu.wikipedia.org/wiki/Lerin;MikelBa;
Biztanleria;Zenbat biztanle ditu Murueta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/7/70/Urdaibai_4.JPG;308;73;44;Wikipedia;https://eu.wikipedia.org/wiki/Murueta;MikelBa;
Biztanleria;Zenbat biztanle ditu Ollaran udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/2e/Ollo.jpg;421;7980;2630;Wikipedia;https://eu.wikipedia.org/wiki/Ollaran;MikelBa;
Biztanleria;Zenbat biztanle ditu Otsagabia udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/9a/Otsagabia_Iribarren_2007.JPG;521;77;64;Wikipedia;https://eu.wikipedia.org/wiki/Otsagabia;MikelBa;
Biztanleria;Zenbat biztanle ditu Balmaseda udalerriak?;https://upload.wikimedia.org/wikipedia/commons/5/51/Zubia_ots.jpg;7697;77499;28008;Wikipedia;https://eu.wikipedia.org/wiki/Balmaseda;MikelBa;
Biztanleria;Zenbat biztanle ditu Legutio udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b0/Legutiano_-BT-_01.jpg;1885;23350;939;Wikipedia;https://eu.wikipedia.org/wiki/Legutio;MikelBa;
Biztanleria;Zenbat biztanle ditu Ezkio-Itsaso udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/d7/Ezkio-Itsasoko_Igartubeiti_baserria.jpg;611;211;37;Wikipedia;https://eu.wikipedia.org/wiki/Ezkio-Itsaso;MikelBa;
Biztanleria;Zenbat biztanle ditu Odieta udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/cf/Odietako_udaletxea.jpg;362;30;54;Wikipedia;https://eu.wikipedia.org/wiki/Odieta;MikelBa;
Biztanleria;Zenbat biztanle ditu Nabarniz udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a3/Nabarniz%2C_iglesia_de_Santa_Mar%C3%ADa_de_Gorritiz_2.JPG;253;25;4302;Wikipedia;https://eu.wikipedia.org/wiki/Nabarniz;MikelBa;
Biztanleria;Zenbat biztanle ditu Beire udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/ef/Beire_-_Vista_general.jpg;286;367;1163;Wikipedia;https://eu.wikipedia.org/wiki/Beire;MikelBa;
Biztanleria;Zenbat biztanle ditu Lezaun udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c8/Lez%C3%A1un_01.jpg;242;2902;845;Wikipedia;https://eu.wikipedia.org/wiki/Lezaun;MikelBa;
Biztanleria;Zenbat biztanle ditu Adios udalerriak?;https://upload.wikimedia.org/wikipedia/commons/9/9f/Vista_de_Adi%C3%B3s%2C_Navarra.jpg;155;8939;6407;Wikipedia;https://eu.wikipedia.org/wiki/Adios;MikelBa;
Biztanleria;Zenbat biztanle ditu Erromantzatua udalerriak?;https://upload.wikimedia.org/wikipedia/commons/e/e3/Dome%C3%B1o%2C_Romanzado%2C_Navarra_-_Mapillary_%28YS2jYTb0adBzxOXs8tSJdA%29.jpg;175;483;8646;Wikipedia;https://eu.wikipedia.org/wiki/Erromantzatua;MikelBa;
Biztanleria;Zenbat biztanle ditu Ezporogi udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/1b/46_Ageza_orokorra.jpg;43;2954;2;Wikipedia;https://eu.wikipedia.org/wiki/Ezporogi;MikelBa;
Biztanleria;Zenbat biztanle ditu Elizagorria udalerriak?;https://upload.wikimedia.org/wikipedia/commons/3/36/Lazagurr%C3%ADa_vista_general.JPG;189;1236;5892;Wikipedia;https://eu.wikipedia.org/wiki/Elizagorria;MikelBa;
Biztanleria;Zenbat biztanle ditu Cabredo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a8/Cabredo_%28Navarra%29_%2801%29.jpg;91;11;4607;Wikipedia;https://eu.wikipedia.org/wiki/Cabredo;MikelBa;
Biztanleria;Zenbat biztanle ditu Irurtzun udalerriak?;https://upload.wikimedia.org/wikipedia/commons/1/14/Irurtzun.jpg;2233;727;439;Wikipedia;https://eu.wikipedia.org/wiki/Irurtzun;MikelBa;
Biztanleria;Zenbat biztanle ditu Atxondo udalerriak?;https://upload.wikimedia.org/wikipedia/commons/a/a7/Atxondo_rotulado.jpg;1366;849;528;Wikipedia;https://eu.wikipedia.org/wiki/Atxondo;MikelBa;
Biztanleria;Zenbat biztanle ditu Ibarrangelu udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/2c/P1010188.JPG;632;95;89;Wikipedia;https://eu.wikipedia.org/wiki/Ibarrangelu;MikelBa;
Biztanleria;Zenbat biztanle ditu Eguesibar udalerriak?;https://upload.wikimedia.org/wikipedia/commons/2/20/Uztarrotz.jpg;21128;36150;12643;Wikipedia;https://eu.wikipedia.org/wiki/Eguesibar;MikelBa;
Biztanleria;Zenbat biztanle ditu Baliarrain udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/cc/Baliarrain%2C_Gipuzkoa%2C_Euskal_Herria.jpg;138;43;91;Wikipedia;https://eu.wikipedia.org/wiki/Baliarrain;MikelBa;
Biztanleria;Zenbat biztanle ditu Mirafuentes udalerriak?;https://upload.wikimedia.org/wikipedia/commons/b/b6/Mirafuentes_-_Casas_01.jpg;57;8155;8;Wikipedia;https://eu.wikipedia.org/wiki/Mirafuentes;MikelBa;
Biztanleria;Zenbat biztanle ditu Gares udalerriak?;https://upload.wikimedia.org/wikipedia/commons/c/c0/Vista_de_Puente_la_Reina.jpg;2840;253;4913;Wikipedia;https://eu.wikipedia.org/wiki/Gares;MikelBa;
Biztanleria;Zenbat biztanle ditu Ezkurra udalerriak?;https://upload.wikimedia.org/wikipedia/commons/d/d3/Ezkurra._Euskal_Herria..JPG;146;73;8963;Wikipedia;https://eu.wikipedia.org/wiki/Ezkurra;MikelBa;
